,Author,We,Baby,Doctor,Partner,Nurse,Midwife,Family,Anesthesiologist,Doula
0,7.798840321141838,0.8552631578947368,0.745985727029438,0.47925958965209636,0.24933095450490633,0.059322033898305086,0.13046387154326494,0.13425512934879572,0.0028991971454058875,0.025869759143621766
1,7.87042818911686,1.1810883140053523,0.44201605709188224,0.43688670829616416,0.37444246208742193,0.17328278322925958,0.16570026761819803,0.14585191793041927,0.020517395182872437,0.037689562890276536
2,7.953835860838537,1.226806422836753,0.41993755575379127,0.3820249776984835,0.39094558429973236,0.27074041034790364,0.18108831400535236,0.1460749330954505,0.05508474576271186,0.058206958073148976
3,8.293041926851027,0.9574041034790366,0.43487957181088316,0.3579393398751115,0.38470115967885815,0.3637377341659233,0.18800178412132024,0.1411685994647636,0.08296164139161463,0.05976806422836753
4,8.452051739518287,0.804192685102587,0.5403657448706513,0.3880463871543265,0.38068688670829615,0.3708742194469224,0.18398751115075826,0.13068688670829617,0.10727029438001784,0.049955396966993755
5,8.403211418376449,0.7303746654772525,0.6886708296164139,0.4355486173059768,0.4083407671721677,0.39473684210526316,0.2033898305084746,0.1460749330954505,0.09188224799286351,0.043710972346119537
6,8.183095450490633,0.7250223015165032,0.7966101694915254,0.46320249776984834,0.38269402319357715,0.36128456735057984,0.19290811775200714,0.12934879571810884,0.07872435325602141,0.037689562890276536
7,7.726583407671722,0.8066458519179304,0.9306422836752899,0.4293041926851026,0.39072256913470116,0.2885816235504014,0.1512042818911686,0.14072256913470116,0.049955396966993755,0.028099910793933987
8,7.024977698483497,1.0006690454950937,0.9736842105263158,0.3068688670829616,0.35437109723461196,0.1955842997323818,0.11552185548617305,0.16681534344335414,0.017395182872435324,0.01583407671721677
9,3.363291703835861,0.5624442462087422,0.5693577163247101,0.10860838537020517,0.13447814451382695,0.05196253345227476,0.028768956289027654,0.10035682426404996,0.003791257805530776,0.011819803746654773
