,Author,We,Baby,Doctor,Partner,Nurse,Midwife,Family,Anesthesiologist,Doula
383,4,1,0,1,0,0,0,0,0,0
384,2,1,2,0,0,0,0,0,0,0
385,5,1,1,1,0,0,0,0,0,0
386,6,0,1,0,0,0,0,0,0,0
387,7,0,0,0,1,0,0,0,0,0
388,0,4,0,0,0,0,0,0,0,0
389,2,0,0,0,0,0,0,0,0,0
390,9,0,0,0,0,0,0,0,0,0
391,6,0,0,0,1,0,1,0,0,0
392,5,0,0,0,1,0,0,0,0,0
393,9,1,0,0,1,0,2,0,0,0
394,8,0,0,0,0,0,2,0,0,0
395,12,0,0,0,0,0,2,0,0,0
396,8,0,1,0,0,0,0,0,0,0
397,6,1,0,0,0,0,1,0,0,0
398,4,0,0,0,0,0,0,0,0,0
399,5,0,1,0,0,0,0,0,0,0
400,10,0,1,0,0,0,0,0,0,0
401,15,3,0,0,1,0,0,0,0,0
402,15,1,1,0,2,0,0,0,0,0
403,11,0,3,0,0,1,0,0,0,0
404,14,0,1,0,0,0,0,0,1,0
405,13,1,3,0,0,0,0,0,0,0
406,12,0,0,0,0,0,0,0,0,0
407,12,1,2,0,1,0,0,0,0,0
408,10,0,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0
410,11,0,0,0,1,0,0,0,0,0
411,9,1,1,0,0,0,0,0,0,0
412,4,3,1,0,2,0,2,0,0,0
413,8,1,1,0,2,0,0,0,0,0
414,10,0,0,0,1,0,1,0,0,0
415,13,0,0,0,1,0,0,0,0,0
416,8,0,1,0,0,0,0,0,0,0
417,7,3,2,0,1,0,0,0,0,0
418,8,0,0,0,0,0,0,0,0,0
419,3,0,0,0,0,0,0,0,0,0
420,7,6,0,0,1,0,0,0,0,0
421,1,1,0,1,0,1,0,0,0,0
422,8,0,0,0,0,0,0,0,0,0
423,7,0,2,0,1,0,0,0,0,0
424,8,1,0,2,3,1,0,0,0,0
425,8,0,1,2,2,0,0,0,0,0
426,5,2,0,0,0,0,0,0,0,0
427,3,3,1,0,0,0,0,0,0,0
428,7,0,0,0,1,0,0,1,0,0
429,7,0,0,0,0,0,0,2,0,0
430,4,0,1,0,0,0,0,0,0,0
431,2,0,0,0,0,0,0,0,0,0
432,3,0,0,0,0,1,0,0,0,0
433,4,0,0,0,0,2,0,0,0,0
434,4,0,0,1,0,0,0,0,0,0
435,7,0,0,0,0,1,0,0,0,0
436,8,0,0,1,0,0,0,0,0,0
437,7,0,0,0,0,0,0,0,0,0
438,9,0,0,0,0,0,0,0,0,0
439,3,0,0,0,0,0,0,0,0,0
440,6,0,0,1,0,0,0,0,0,0
441,3,1,0,0,0,0,0,0,0,0
442,3,0,0,1,1,1,0,0,0,0
443,6,0,1,0,1,0,0,0,0,0
444,6,0,0,1,0,0,0,0,0,0
445,4,0,0,1,0,0,0,0,0,0
446,4,0,0,2,0,0,0,0,0,0
447,6,1,0,0,0,0,0,0,0,0
448,2,0,0,0,1,0,0,1,0,0
449,4,0,1,0,0,0,0,1,0,0
450,4,0,1,0,0,0,0,0,0,0
451,1,2,0,0,0,0,0,0,0,0
452,3,1,0,0,0,0,0,0,0,0
453,5,2,0,0,0,0,0,0,0,0
454,3,1,0,0,0,0,0,0,0,0
455,5,0,1,0,0,0,1,0,0,0
456,6,0,0,0,0,0,0,0,0,0
457,2,0,0,1,0,0,1,0,0,0
458,2,0,1,1,0,0,0,0,0,0
459,0,1,1,0,0,0,0,0,0,0
460,7,0,0,0,0,0,0,0,0,0
461,7,0,0,0,0,0,0,0,0,0
462,4,0,0,1,1,0,0,0,0,0
463,2,0,1,1,0,0,0,0,0,0
464,5,0,1,1,1,0,0,0,0,0
465,5,0,1,0,0,0,0,0,0,0
466,5,0,0,0,0,0,0,0,0,0
467,4,0,0,0,0,0,0,0,0,0
468,2,2,1,0,0,0,0,0,0,0
469,6,0,0,0,0,0,0,0,0,0
470,2,3,0,1,0,0,0,0,0,0
471,3,0,0,0,1,0,0,0,0,0
472,2,0,0,0,0,0,0,0,0,0
473,8,0,0,0,0,0,0,0,0,0
474,7,1,0,0,1,0,0,0,0,0
475,4,0,0,0,1,0,0,0,0,0
476,1,1,0,0,0,0,0,1,0,0
477,1,0,1,0,0,1,0,0,0,0
478,2,3,1,0,0,0,0,0,0,0
479,0,1,0,0,0,0,0,0,0,0
480,3,0,1,0,0,0,0,0,0,0
481,4,1,0,1,0,0,0,0,0,0
482,3,0,0,0,0,0,0,0,0,0
483,1,1,0,0,0,0,0,0,0,0
484,4,0,0,0,1,0,0,0,0,1
485,7,0,0,0,0,0,0,0,0,0
486,4,1,1,0,0,0,0,0,0,0
487,6,0,2,0,0,0,0,0,0,0
488,3,0,0,0,0,0,0,0,0,0
489,0,0,1,0,0,0,0,0,0,0
490,7,0,0,2,1,0,0,0,0,0
491,3,0,0,1,0,0,0,1,0,0
492,4,1,1,1,0,0,0,0,0,0
493,5,0,3,0,0,2,0,0,0,0
494,6,2,0,2,0,2,0,0,0,0
495,6,0,0,1,1,1,0,0,1,0
