,Author,We,Baby,Doctor,Partner,Nurse,Midwife,Family,Anesthesiologist,Doula
0,6.538461538461538,0.6923076923076923,0.6153846153846154,0.34965034965034963,0.2727272727272727,0.04895104895104895,0.13286713286713286,0.08391608391608392,0.0,0.006993006993006993
1,6.5524475524475525,0.7622377622377622,0.3916083916083916,0.22377622377622378,0.4125874125874126,0.2097902097902098,0.1258741258741259,0.11188811188811189,0.027972027972027972,0.055944055944055944
2,6.601398601398602,0.9090909090909091,0.3986013986013986,0.26573426573426573,0.3986013986013986,0.24475524475524477,0.13286713286713286,0.07692307692307693,0.06993006993006994,0.04195804195804196
3,6.944055944055944,0.7902097902097902,0.42657342657342656,0.26573426573426573,0.40559440559440557,0.22377622377622378,0.18181818181818182,0.04895104895104895,0.08391608391608392,0.04195804195804196
4,7.1678321678321675,0.8251748251748252,0.48951048951048953,0.2937062937062937,0.4825174825174825,0.3006993006993007,0.25874125874125875,0.09090909090909091,0.06993006993006994,0.04195804195804196
5,6.944055944055944,0.5734265734265734,0.5384615384615384,0.3916083916083916,0.4125874125874126,0.2517482517482518,0.1958041958041958,0.055944055944055944,0.055944055944055944,0.03496503496503497
6,7.20979020979021,0.5034965034965035,0.6783216783216783,0.3776223776223776,0.4195804195804196,0.20279720279720279,0.14685314685314685,0.09090909090909091,0.04895104895104895,0.02097902097902098
7,6.636363636363637,0.7342657342657343,0.9230769230769231,0.36363636363636365,0.4195804195804196,0.26573426573426573,0.13286713286713286,0.1048951048951049,0.04895104895104895,0.02097902097902098
8,5.839160839160839,0.9300699300699301,0.7692307692307693,0.1958041958041958,0.3356643356643357,0.13986013986013987,0.1258741258741259,0.1258741258741259,0.006993006993006993,0.03496503496503497
9,2.965034965034965,0.5034965034965035,0.5034965034965035,0.06993006993006994,0.11188811188811189,0.027972027972027972,0.04195804195804196,0.11188811188811189,0.006993006993006993,0.006993006993006993
