,Author,We,Baby,Doctor,Partner,Nurse,Midwife,Family,Anesthesiologist,Doula
0,6.5947426067908,0.6506024096385542,0.6374589266155531,0.3493975903614458,0.2004381161007667,0.03504928806133625,0.08762322015334063,0.09200438116100766,0.002190580503833516,0.013143483023001095
1,6.378970427163198,0.8838992332968236,0.4140197152245345,0.34720700985761227,0.3329682365826944,0.13691128148959475,0.12595837897042717,0.09090909090909091,0.01642935377875137,0.025191675794085433
2,6.52683461117196,0.8882803943044907,0.39978094194961666,0.29353778751369114,0.36254107338444685,0.2157721796276013,0.14457831325301204,0.0832420591456736,0.06352683461117196,0.029572836801752465
3,6.832420591456736,0.8181818181818182,0.4173055859802848,0.29791894852135814,0.35706462212486306,0.25958378970427165,0.16538882803943045,0.05366922234392114,0.0700985761226725,0.03504928806133625
4,7.148959474260679,0.6538882803943045,0.46221248630887185,0.32420591456736036,0.3537787513691128,0.30339539978094193,0.1796276013143483,0.06462212486308871,0.07447973713033954,0.03066812705366922
5,7.008762322015334,0.6133625410733844,0.5542168674698795,0.3603504928806134,0.3493975903614458,0.2968236582694414,0.16976998904709747,0.05147864184008762,0.0832420591456736,0.025191675794085433
6,6.944140197152246,0.6297918948521358,0.7152245345016429,0.39211391018619934,0.36363636363636365,0.276013143483023,0.1533406352683461,0.06462212486308871,0.06790799561883899,0.0208105147864184
7,6.562979189485214,0.6177437020810514,0.8860898138006572,0.3647316538882804,0.3647316538882804,0.27053669222343923,0.15443592552026286,0.07886089813800658,0.03723986856516977,0.018619934282584884
8,6.069003285870756,0.8039430449069004,0.9835706462212487,0.2792990142387733,0.3362541073384447,0.1686746987951807,0.11062431544359255,0.10186199342825848,0.012048192771084338,0.01642935377875137
9,2.9748083242059145,0.46987951807228917,0.5104052573932092,0.08543263964950712,0.11610076670317634,0.03504928806133625,0.03723986856516977,0.07995618838992333,0.002190580503833516,0.007667031763417305
